Date,Open,High,Low,Close,Adj Close,Volume
1993-07-12,0.328125,0.340402,0.323661,0.339286,0.27745,173880000
1993-07-13,0.345982,0.345982,0.330357,0.332589,0.271974,158110400
1993-07-14,0.328125,0.334821,0.319196,0.332589,0.271974,246299200
1993-07-15,0.332589,0.337054,0.314732,0.319196,0.261022,338038400
1993-07-16,0.254464,0.264509,0.236607,0.245536,0.200786,2120596800
1993-07-19,0.25,0.256696,0.227679,0.228795,0.187097,806232000
1993-07-20,0.234375,0.247768,0.229911,0.239955,0.196223,531910400
1993-07-21,0.232143,0.238839,0.227679,0.234375,0.19166,455907200
1993-07-22,0.232143,0.241071,0.229911,0.236607,0.193485,211176000
1993-07-23,0.241071,0.245536,0.232143,0.234375,0.19166,233777600
1993-07-26,0.238839,0.245536,0.232143,0.239955,0.196223,152824000
1993-07-27,0.238839,0.245536,0.234375,0.236607,0.193485,198609600
1993-07-28,0.234375,0.241071,0.234375,0.239955,0.196223,91795200
1993-07-29,0.241071,0.245536,0.238839,0.243304,0.198961,121374400
1993-07-30,0.245536,0.252232,0.241071,0.247768,0.202612,214446400
1993-08-02,0.252232,0.261161,0.25,0.254464,0.208087,216305600
1993-08-03,0.258929,0.261161,0.256696,0.258929,0.211739,176478400
1993-08-04,0.261161,0.272321,0.258929,0.270089,0.220865,242995200
1993-08-05,0.274554,0.274554,0.258929,0.263393,0.215389,209372800
1993-08-06,0.261161,0.270089,0.261161,0.261161,0.213564,125921600
1993-08-09,0.261161,0.270089,0.258929,0.265625,0.217214,161414400
1993-08-10,0.263393,0.265625,0.252232,0.254464,0.208087,152779200
1993-08-11,0.254464,0.254464,0.241071,0.245536,0.200786,166969600
1993-08-12,0.245536,0.247768,0.232143,0.236607,0.193485,338172800
1993-08-13,0.236607,0.247768,0.234375,0.24442,0.199874,138812800
1993-08-16,0.245536,0.25,0.243304,0.245536,0.20167,102446400
1993-08-17,0.247768,0.254464,0.243304,0.253348,0.208086,108180800
1993-08-18,0.258929,0.265625,0.252232,0.254464,0.209003,188720000
1993-08-19,0.256696,0.256696,0.245536,0.245536,0.20167,152129600
1993-08-20,0.247768,0.25,0.241071,0.25,0.205337,99937600
1993-08-23,0.25,0.256696,0.245536,0.253348,0.208086,91179200
1993-08-24,0.252232,0.256696,0.247768,0.25,0.205337,101259200
1993-08-25,0.25,0.252232,0.238839,0.243304,0.199837,145768000
1993-08-26,0.243304,0.243304,0.236607,0.239955,0.197086,176142400
1993-08-27,0.241071,0.241071,0.234375,0.236607,0.194336,186569600
1993-08-30,0.236607,0.236607,0.231027,0.232143,0.19067,273739200
1993-08-31,0.236607,0.238839,0.232143,0.236607,0.194336,127870400
1993-09-01,0.236607,0.238839,0.229911,0.233259,0.191586,225568000
1993-09-02,0.232143,0.234375,0.225446,0.229911,0.188837,282262400
1993-09-03,0.232143,0.232143,0.225446,0.229911,0.188837,162937600
1993-09-07,0.232143,0.241071,0.229911,0.234375,0.192503,143539200
1993-09-08,0.234375,0.241071,0.232143,0.238839,0.19617,226632000
1993-09-09,0.238839,0.241071,0.232143,0.232143,0.19067,149531200
1993-09-10,0.234375,0.234375,0.226563,0.234375,0.192503,134489600
1993-09-13,0.234375,0.236607,0.220982,0.225446,0.185169,255785600
1993-09-14,0.216518,0.223214,0.214286,0.216518,0.177836,276640000
1993-09-15,0.21875,0.223214,0.209821,0.21875,0.17967,257723200
1993-09-16,0.216518,0.223214,0.216518,0.220982,0.181503,85960000
1993-09-17,0.217634,0.227679,0.216518,0.225446,0.185169,172032000
1993-09-20,0.225446,0.227679,0.220982,0.222098,0.182419,111036800
1993-09-21,0.220982,0.225446,0.21317,0.21875,0.17967,146496000
1993-09-22,0.216518,0.227679,0.216518,0.227679,0.187003,110488000
1993-09-23,0.227679,0.227679,0.21875,0.220982,0.181503,130950400
1993-09-24,0.223214,0.225446,0.21875,0.223214,0.183336,76574400
1993-09-27,0.223214,0.225446,0.216518,0.220982,0.181503,113176000
1993-09-28,0.220982,0.223214,0.216518,0.220982,0.181503,94550400
1993-09-29,0.216518,0.222098,0.212054,0.21317,0.175086,236745600
1993-09-30,0.214286,0.214286,0.205357,0.208705,0.171419,274904000
1993-10-01,0.203125,0.205357,0.200893,0.203125,0.166836,335988800
1993-10-04,0.202009,0.205357,0.196429,0.203125,0.166836,192841600
1993-10-05,0.205357,0.214286,0.205357,0.209821,0.172336,176310400
1993-10-06,0.212054,0.214286,0.208705,0.210938,0.173253,175280000
1993-10-07,0.209821,0.212054,0.203125,0.205357,0.168669,134904000
1993-10-08,0.207589,0.207589,0.198661,0.202009,0.165919,139406400
1993-10-11,0.203125,0.214286,0.203125,0.212054,0.17417,161145600
1993-10-12,0.214286,0.223214,0.212054,0.214286,0.176003,306342400
1993-10-13,0.216518,0.216518,0.209821,0.214286,0.176003,177004800
1993-10-14,0.214286,0.21875,0.209821,0.212054,0.17417,160686400
1993-10-15,0.247768,0.254464,0.238839,0.252232,0.20717,955248000
1993-10-18,0.25,0.256696,0.247768,0.253348,0.208086,332998400
1993-10-19,0.252232,0.254464,0.243304,0.247768,0.203503,213572800
1993-10-20,0.25,0.252232,0.243304,0.247768,0.203503,138409600
1993-10-21,0.245536,0.279018,0.243304,0.270089,0.221837,627110400
1993-10-22,0.272321,0.28125,0.265625,0.270089,0.221837,396076800
1993-10-25,0.270089,0.272321,0.264509,0.267857,0.220003,219128000
1993-10-26,0.265625,0.267857,0.258929,0.265625,0.21817,222476800
1993-10-27,0.267857,0.287946,0.265625,0.283482,0.232837,459065600
1993-10-28,0.283482,0.287946,0.276786,0.276786,0.227337,244462400
1993-10-29,0.276786,0.283482,0.272321,0.274554,0.225504,136864000
1993-11-01,0.274554,0.28125,0.270089,0.28125,0.231004,105974400
1993-11-02,0.279018,0.294643,0.276786,0.292411,0.240171,224246400
1993-11-03,0.294643,0.294643,0.276786,0.282366,0.23192,176960000
1993-11-04,0.28125,0.287946,0.274554,0.287946,0.236504,185371200
1993-11-05,0.284598,0.287946,0.274554,0.284598,0.233754,378033600
1993-11-08,0.285714,0.28683,0.272321,0.274554,0.225504,166992000
1993-11-09,0.276786,0.279018,0.265625,0.268973,0.22092,171248000
1993-11-10,0.270089,0.274554,0.267857,0.274554,0.225504,76977600
1993-11-11,0.274554,0.285714,0.272321,0.280134,0.230087,142430400
1993-11-12,0.28125,0.285714,0.272321,0.283482,0.232837,143662400
1993-11-15,0.28125,0.292411,0.28125,0.285714,0.23467,157102400
1993-11-16,0.285714,0.305804,0.283482,0.303571,0.249337,303083200
1993-11-17,0.303571,0.3125,0.292411,0.299107,0.24567,302624000
1993-11-18,0.299107,0.301339,0.294643,0.299107,0.24567,114408000
1993-11-19,0.294643,0.299107,0.290179,0.294643,0.242874,122964800
1993-11-22,0.292411,0.294643,0.287946,0.290179,0.239194,150606400
1993-11-23,0.290179,0.294643,0.279018,0.294643,0.242874,186166400
1993-11-24,0.292411,0.299107,0.291295,0.294643,0.242874,90440000
1993-11-26,0.292411,0.294643,0.287946,0.291295,0.240114,43444800
1993-11-29,0.287946,0.290179,0.28125,0.283482,0.233674,96712000
1993-11-30,0.283482,0.291295,0.28125,0.28125,0.231834,112660800
1993-12-01,0.285714,0.287946,0.279018,0.28125,0.231834,111216000
1993-12-02,0.283482,0.285714,0.276786,0.283482,0.233674,100654400
1993-12-03,0.283482,0.285714,0.276786,0.28125,0.231834,120467200
1993-12-06,0.28125,0.290179,0.279018,0.287946,0.237353,156979200
1993-12-07,0.285714,0.287946,0.28125,0.287946,0.237353,63851200
1993-12-08,0.285714,0.287946,0.28125,0.284598,0.234594,39592000
1993-12-09,0.283482,0.285714,0.265625,0.267857,0.220794,182761600
1993-12-10,0.270089,0.272321,0.247768,0.252232,0.207914,497257600
1993-12-13,0.252232,0.263393,0.247768,0.263393,0.217114,244328000
1993-12-14,0.261161,0.265625,0.258929,0.260045,0.214355,293664000
1993-12-15,0.258929,0.265625,0.258929,0.265625,0.218954,123883200
1993-12-16,0.263393,0.265625,0.258929,0.262277,0.216194,126369600
1993-12-17,0.263393,0.265625,0.260045,0.263393,0.217114,145152000
1993-12-20,0.261161,0.265625,0.252232,0.254464,0.209754,189033600
1993-12-21,0.254464,0.256696,0.243304,0.245536,0.202395,251126400
1993-12-22,0.243304,0.254464,0.241071,0.25,0.206074,181372800
1993-12-23,0.243304,0.243304,0.236607,0.243304,0.200555,226956800
1993-12-27,0.247768,0.256696,0.243304,0.254464,0.209754,159936000
1993-12-28,0.256696,0.263393,0.254464,0.260045,0.214355,159499200
1993-12-29,0.261161,0.261161,0.254464,0.254464,0.209754,107352000
1993-12-30,0.254464,0.270089,0.254464,0.265625,0.218954,314552000
1993-12-31,0.265625,0.270089,0.261161,0.261161,0.215275,160966400
1994-01-03,0.263393,0.267857,0.258929,0.266741,0.219874,181529600
1994-01-04,0.270089,0.28125,0.267857,0.28125,0.231834,285174400
1994-01-05,0.283482,0.302455,0.283482,0.301339,0.248393,612136000
1994-01-06,0.301339,0.303571,0.290179,0.292411,0.241034,366508800
1994-01-07,0.285714,0.296875,0.279018,0.295759,0.243794,298793600
1994-01-10,0.294643,0.302455,0.292411,0.300223,0.247473,201588800
1994-01-11,0.299107,0.301339,0.283482,0.284598,0.234594,355398400
1994-01-12,0.287946,0.287946,0.272321,0.272321,0.224474,439118400
1994-01-13,0.267857,0.274554,0.265625,0.273438,0.225394,531596800
1994-01-14,0.274554,0.283482,0.272321,0.276786,0.228154,214513600
1994-01-17,0.276786,0.28125,0.267857,0.271205,0.223554,145712000
1994-01-18,0.270089,0.270089,0.258929,0.262277,0.216194,362801600
1994-01-19,0.261161,0.265625,0.256696,0.261161,0.215275,281590400
1994-01-20,0.263393,0.274554,0.263393,0.266741,0.219874,268083200
1994-01-21,0.296875,0.299107,0.287946,0.297991,0.245633,980134400
1994-01-24,0.296875,0.314732,0.296875,0.3125,0.257593,692148800
1994-01-25,0.310268,0.3125,0.296875,0.302455,0.249313,442332800
1994-01-26,0.301339,0.303571,0.296875,0.299107,0.246553,165804800
1994-01-27,0.299107,0.305804,0.294643,0.304688,0.251154,132249600
1994-01-28,0.305804,0.310268,0.301339,0.303571,0.250233,136438400
1994-01-31,0.299107,0.301339,0.292411,0.292411,0.241034,238380800
1994-02-01,0.294643,0.299107,0.287946,0.296875,0.244713,156721600
1994-02-02,0.296875,0.296875,0.290179,0.294643,0.242874,146451200
1994-02-03,0.294643,0.300223,0.290179,0.299107,0.246553,137995200
1994-02-04,0.299107,0.3125,0.296875,0.299107,0.246553,354009600
1994-02-07,0.299107,0.331473,0.299107,0.325893,0.269598,725446400
1994-02-08,0.321429,0.325893,0.314732,0.319196,0.264058,285387200
1994-02-09,0.319196,0.325893,0.314732,0.323661,0.267752,186984000
1994-02-10,0.323661,0.334821,0.321429,0.325893,0.269598,302030400
1994-02-11,0.323661,0.334821,0.323661,0.330357,0.273291,164248000
1994-02-14,0.330357,0.339286,0.328125,0.330357,0.273291,245548800
1994-02-15,0.328125,0.334821,0.323661,0.331473,0.274214,129774400
1994-02-16,0.334821,0.334821,0.328125,0.328125,0.271445,122024000
1994-02-17,0.332589,0.33817,0.323661,0.330357,0.273291,145152000
1994-02-18,0.325893,0.330357,0.323661,0.323661,0.267752,149072000
1994-02-22,0.323661,0.334821,0.319196,0.332589,0.275138,214569600
1994-02-23,0.332589,0.341518,0.330357,0.332589,0.275138,260534400
1994-02-24,0.330357,0.332589,0.323661,0.327009,0.270522,197859200
1994-02-25,0.330357,0.332589,0.316964,0.321429,0.265905,236824000
1994-02-28,0.323661,0.330357,0.321429,0.325893,0.269598,123827200
1994-03-01,0.328125,0.328125,0.319196,0.323661,0.267752,211870400
1994-03-02,0.314732,0.323661,0.310268,0.31808,0.263135,294145600
1994-03-03,0.319196,0.323661,0.316964,0.319196,0.264058,188473600
1994-03-04,0.321429,0.334821,0.319196,0.328125,0.271445,226844800
1994-03-07,0.330357,0.340402,0.328125,0.33817,0.279755,310396800
1994-03-08,0.339286,0.339286,0.328125,0.330357,0.273291,186054400
1994-03-09,0.327009,0.334821,0.321429,0.334821,0.276984,248539200
1994-03-10,0.332589,0.335938,0.328125,0.332589,0.275138,143763200
1994-03-11,0.330357,0.337054,0.328125,0.332589,0.275138,161840000
1994-03-14,0.34375,0.34375,0.337054,0.340402,0.281601,441705600
1994-03-15,0.341518,0.341518,0.332589,0.335938,0.277908,204545600
1994-03-16,0.334821,0.337054,0.325893,0.328125,0.271445,147168000
1994-03-17,0.328125,0.330357,0.323661,0.325893,0.269598,156228800
1994-03-18,0.328125,0.328125,0.319196,0.324777,0.268675,223675200
1994-03-21,0.324777,0.325893,0.314732,0.316964,0.262212,246512000
1994-03-22,0.314732,0.316964,0.308036,0.3125,0.258519,242827200
1994-03-23,0.314732,0.316964,0.305804,0.313616,0.259442,216686400
1994-03-24,0.313616,0.314732,0.303571,0.309152,0.255749,188092800
1994-03-25,0.310268,0.310268,0.292411,0.292411,0.2419,343638400
1994-03-28,0.294643,0.303571,0.292411,0.296875,0.245593,282576000
1994-03-29,0.296875,0.301339,0.287946,0.292411,0.2419,213516800
1994-03-30,0.290179,0.296875,0.283482,0.290179,0.240054,169825600
1994-03-31,0.290179,0.299107,0.28125,0.296875,0.245593,209059200
1994-04-04,0.287946,0.296875,0.283482,0.296875,0.245593,168302400
1994-04-05,0.301339,0.305804,0.299107,0.299107,0.247439,97899200
1994-04-06,0.303571,0.303571,0.292411,0.299107,0.247439,129091200
1994-04-07,0.299107,0.301339,0.292411,0.297991,0.246516,77369600
1994-04-08,0.301339,0.303571,0.296875,0.299107,0.247439,176848000
1994-04-11,0.299107,0.299107,0.290179,0.299107,0.247439,106825600
1994-04-12,0.297991,0.297991,0.283482,0.285714,0.23636,136830400
1994-04-13,0.287946,0.290179,0.279018,0.283482,0.234513,233139200
1994-04-14,0.272321,0.283482,0.267857,0.28125,0.232667,221995200
1994-04-15,0.279018,0.28125,0.267857,0.270089,0.223434,188350400
1994-04-18,0.272321,0.272321,0.261161,0.264509,0.218818,230294400
1994-04-19,0.265625,0.267857,0.254464,0.258929,0.214202,166252800
1994-04-20,0.261161,0.267857,0.25,0.252232,0.208661,281848000
1994-04-21,0.254464,0.272321,0.241071,0.264509,0.218818,410536000
1994-04-22,0.279018,0.285714,0.254464,0.265625,0.219741,697827200
1994-04-25,0.265625,0.276786,0.263393,0.276786,0.228974,359240000
1994-04-26,0.28125,0.28125,0.276786,0.279018,0.230821,164225600
1994-04-28,0.276786,0.279018,0.265625,0.270089,0.223434,100475200
1994-04-29,0.267857,0.272321,0.265625,0.267857,0.221587,94785600
1994-05-02,0.267857,0.279018,0.267857,0.276786,0.228974,123222400
1994-05-03,0.276786,0.279018,0.263393,0.270089,0.223434,132899200
1994-05-04,0.276786,0.296875,0.272321,0.294643,0.243747,364156800
1994-05-05,0.296875,0.301339,0.287946,0.293527,0.242823,288332800
1994-05-06,0.287946,0.292411,0.279018,0.288504,0.238668,187779200
1994-05-09,0.287946,0.290179,0.274554,0.279018,0.230821,140470400
1994-05-10,0.283482,0.285714,0.276786,0.276786,0.228974,146843200
1994-05-11,0.276786,0.28125,0.265625,0.270089,0.223434,145521600
1994-05-12,0.272321,0.274554,0.263393,0.265067,0.219279,107105600
1994-05-13,0.265625,0.272321,0.261161,0.267857,0.221587,92612800
1994-05-16,0.267857,0.272321,0.263393,0.263393,0.217895,135385600
1994-05-17,0.265625,0.265625,0.256696,0.262277,0.216971,180107200
1994-05-18,0.265625,0.274554,0.261161,0.273438,0.226204,123860800
1994-05-19,0.274554,0.290179,0.272321,0.28683,0.237283,273582400
1994-05-20,0.283482,0.287946,0.276786,0.277344,0.229436,98145600
1994-05-23,0.276786,0.279018,0.267857,0.272321,0.22528,119952000
1994-05-24,0.276786,0.279018,0.270089,0.274554,0.227128,126448000
1994-05-25,0.270089,0.283482,0.267857,0.279018,0.230821,136113600
1994-05-26,0.28125,0.28125,0.270089,0.272321,0.22528,73035200
1994-05-27,0.270089,0.274554,0.263393,0.267299,0.221999,108684800
1994-05-31,0.263393,0.263393,0.254464,0.261161,0.216901,257398400
1994-06-01,0.254464,0.25558,0.248884,0.252232,0.209485,385761600
1994-06-02,0.253348,0.254464,0.242188,0.24442,0.202997,384921600
1994-06-03,0.242188,0.25,0.238839,0.246652,0.204851,353684800
1994-06-06,0.245536,0.247768,0.241071,0.24442,0.202997,126033600
1994-06-07,0.243304,0.247768,0.243304,0.245536,0.203924,140246400
1994-06-08,0.245536,0.246652,0.232143,0.233259,0.193728,274164800
1994-06-09,0.228795,0.241071,0.227679,0.241071,0.200216,293529600
1994-06-10,0.242188,0.24442,0.235491,0.236607,0.196508,142732800
1994-06-13,0.235491,0.242746,0.235491,0.241071,0.200216,92904000
1994-06-14,0.243304,0.24442,0.237723,0.241629,0.200679,154358400
1994-06-15,0.241071,0.25,0.239955,0.248326,0.206241,159476800
1994-06-16,0.247768,0.247768,0.233259,0.235491,0.195581,218220800
1994-06-17,0.232143,0.238839,0.231027,0.236607,0.196508,224492800
1994-06-20,0.234375,0.243304,0.232143,0.242188,0.201144,199897600
1994-06-21,0.239955,0.243304,0.229911,0.232143,0.192801,243275200
1994-06-22,0.234375,0.238839,0.232143,0.234375,0.194655,113859200
1994-06-23,0.234375,0.234375,0.222098,0.22433,0.186312,203896000
1994-06-24,0.22433,0.233259,0.220982,0.228655,0.189904,292857600
1994-06-27,0.225446,0.234375,0.219866,0.234375,0.194655,255953600
1994-06-28,0.234375,0.242188,0.228795,0.238839,0.198362,174227200
1994-06-29,0.238839,0.242188,0.231027,0.233259,0.193728,135564800
1994-06-30,0.234375,0.239955,0.234375,0.236607,0.196508,101729600
1994-07-01,0.235491,0.236607,0.226563,0.229911,0.190947,179278400
1994-07-05,0.228795,0.238839,0.228795,0.236607,0.196508,85848000
1994-07-06,0.234375,0.236607,0.232143,0.233259,0.193728,97384000
1994-07-07,0.231027,0.241071,0.227679,0.239397,0.198826,170150400
1994-07-08,0.236607,0.246652,0.236607,0.241629,0.200679,208230400
1994-07-11,0.242188,0.24442,0.237723,0.241071,0.200216,106422400
1994-07-12,0.241071,0.253906,0.235491,0.253348,0.210412,242312000
1994-07-13,0.254464,0.270089,0.254464,0.265067,0.220145,450262400
1994-07-14,0.264509,0.265625,0.252232,0.25558,0.212266,180667200
1994-07-15,0.252093,0.25558,0.245536,0.252232,0.209485,94964800
